Gene stable ID	Gene stable ID version	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol	NCBI gene (formerly Entrezgene) ID
ENSG00000103254	ENSG00000103254.10	p13.3	16	720581	722590	ANTKMT	65990
ENSG00000111245	ENSG00000111245.17	q24.11	12	110910819	110921443	MYL2	4633
ENSG00000144820	ENSG00000144820.8	q12.2	3	100609601	100695479	ADGRG7	84873
ENSG00000204179	ENSG00000204179.11	q11.22	10	46911396	47002488	PTPN20	26095
ENSG00000130517	ENSG00000130517.14	p13.11	19	18340598	18369950	PGPEP1	54858
ENSG00000198832	ENSG00000198832.11	q12.2	22	31104772	31120069	SELENOM	140606
ENSG00000130147	ENSG00000130147.16	q37.2	2	234952017	235055714	SH3BP4	23677
ENSG00000172638	ENSG00000172638.13	q13.1	11	65866441	65873592	EFEMP2	30008
ENSG00000263735	ENSG00000263735.1	q24.13	8	124821978	124822058	MIR4662B	100616255
ENSG00000283609	ENSG00000283609.1	q24.13	8	124821985	124822051	MIR4662A	100616221
ENSG00000103245	ENSG00000103245.14	p13.3	16	729760	741329	CIAO3	64428
ENSG00000174514	ENSG00000174514.13	q32.1	1	205568885	205602918	MFSD4A	148808
ENSG00000104687	ENSG00000104687.14	p12	8	30678066	30727846	GSR	2936
ENSG00000175489	ENSG00000175489.10	p13.11	19	18391137	18397622	LRRC25	126364
ENSG00000163751	ENSG00000163751.4	q24	3	148865296	148897203	CPA3	1359
ENSG00000130368	ENSG00000130368.7	q25.3	6	159890988	159917447	MAS1	4142
ENSG00000197081	ENSG00000197081.16	q25.3	6	159969082	160113507	IGF2R	3482
ENSG00000185133	ENSG00000185133.14	q12.2	22	31122731	31134697	INPP5J	27124
ENSG00000130511	ENSG00000130511.16	p13.11	19	18418864	18434562	SSBP4	170463
ENSG00000196338	ENSG00000196338.15	q13.1	X	71144821	71175255	NLGN3	54413
ENSG00000258099	ENSG00000258099.1	q24.12	12	111599498	111600256	ATXN2-AS	102723619
ENSG00000163754	ENSG00000163754.18	q24	3	148991408	149031775	GYG1	2992
ENSG00000089169	ENSG00000089169.15	q24.13	12	112570380	112898881	RPH3A	22895
ENSG00000179455	ENSG00000179455.10	q11.2	15	23565674	23630075	MKRN3	7681
ENSG00000143178	ENSG00000143178.13	q24.2	1	168280877	168314426	TBX19	9095
ENSG00000144290	ENSG00000144290.17	q24.2	2	161424332	161985282	SLC4A10	57282
ENSG00000140285	ENSG00000140285.12	q21.2	15	49423237	49488775	FGF7	2252
ENSG00000268257	ENSG00000268257.2	q25.3	6	160003291	160007664	AIRN	100271873
ENSG00000175003	ENSG00000175003.15	q25.3	6	160121815	160158718	SLC22A1	6580
ENSG00000116833	ENSG00000116833.14	q32.1	1	200027614	200177420	NR5A2	2494
ENSG00000199043	ENSG00000199043.1	q32.2	7	130496111	130496204	MIR335	442904
ENSG00000178234	ENSG00000178234.13	q36.1	7	152025674	152122340	GALNT11	63917
ENSG00000171016	ENSG00000171016.13	q21.3	15	55538884	55588947	PYGO1	26108
ENSG00000100796	ENSG00000100796.18	q32.12	14	91457508	91510554	PPP4R3A	55671
ENSG00000069966	ENSG00000069966.19	q21.2	15	52115100	52191392	GNB5	10681
ENSG00000102854	ENSG00000102854.16	p13.3	16	760734	768865	MSLN	10232
ENSG00000001497	ENSG00000001497.18	q12	X	65438549	65534810	LAS1L	81887
ENSG00000167131	ENSG00000167131.17	q21.31	17	44899142	44905390	CCDC103	388389
ENSG00000112561	ENSG00000112561.19	p21.1	6	41683978	41736259	TFEB	7942
ENSG00000105655	ENSG00000105655.19	p13.11	19	18434388	18438167	ISYNA1	51477
ENSG00000104691	ENSG00000104691.16	p12	8	30729131	30767006	UBXN8	7993
ENSG00000172500	ENSG00000172500.13	q13.1	11	65883740	65888531	FIBP	9158
ENSG00000000457	ENSG00000000457.14	q24.2	1	169849631	169894267	SCYL3	57147
ENSG00000186185	ENSG00000186185.14	q21.31	17	44924709	44947773	KIF18B	146909
ENSG00000146007	ENSG00000146007.11	q31.3	5	140698680	140706686	ZMAT2	153527
ENSG00000071794	ENSG00000071794.16	q24	3	149030127	149086554	HLTF	6596
ENSG00000160917	ENSG00000160917.15	q22.1	7	99438922	99457373	CPSF4	10898
ENSG00000204970	ENSG00000204970.10	q31.3	5	140786136	141012347	PCDHA1	56147
ENSG00000188158	ENSG00000188158.17	p22.2	X	17375200	17735994	NHS	4810
ENSG00000143507	ENSG00000143507.18	q41	1	221701424	221742089	DUSP10	11221
ENSG00000131094	ENSG00000131094.4	q21.31	17	44959693	44968303	C1QL1	10882
ENSG00000265692	ENSG00000265692.1	q25.3	17	82290046	82292814	LINC01970	101929511
ENSG00000173762	ENSG00000173762.8	q25.3	17	82314868	82317608	CD7	924
ENSG00000104695	ENSG00000104695.13	p12	8	30774457	30814314	PPP2CB	5516
ENSG00000147145	ENSG00000147145.14	q21.1	X	78747709	78758714	LPAR4	2846
ENSG00000104064	ENSG00000104064.18	q21.2	15	50275389	50355408	GABPB1	2553
ENSG00000204969	ENSG00000204969.7	q31.3	5	140794852	141012347	PCDHA2	56146
ENSG00000276270	ENSG00000276270.1	q13.33	19	49791866	49791934	MIR6799	102465479
ENSG00000255408	ENSG00000255408.4	q31.3	5	140801028	141012347	PCDHA3	56145
ENSG00000140009	ENSG00000140009.19	q23.3	14	64084232	64338112	ESR2	2100
ENSG00000156531	ENSG00000156531.18	q26.2	X	134373288	134428791	PHF6	84295
ENSG00000010361	ENSG00000010361.14	q13.33	19	49806866	49817376	FUZ	80199
ENSG00000204965	ENSG00000204965.9	q31.3	5	140821604	141012347	PCDHA5	56143
ENSG00000232527	ENSG00000232527.8	q21.1	1	144227029	144250326	LINC02802	107985200
ENSG00000232527	ENSG00000232527.8	q21.1	1	144227029	144250326	LINC02802	100996732
ENSG00000081842	ENSG00000081842.18	q31.3	5	140827958	141012347	PCDHA6	56142
ENSG00000157064	ENSG00000157064.11	q25.3	1	183248237	183418380	NMNAT2	23057
ENSG00000064205	ENSG00000064205.11	q13.12	20	44714844	44728509	CCN5	8839
ENSG00000133863	ENSG00000133863.9	p12	8	30831544	30913008	TEX15	56154
ENSG00000207579	ENSG00000207579.1	p13.3	16	770183	770277	MIR662	724032
ENSG00000141574	ENSG00000141574.8	q25.3	17	82321024	82334074	SECTM1	6398
ENSG00000241468	ENSG00000241468.8	q22.1	7	99448475	99466186	ATP5MF	9551
ENSG00000100078	ENSG00000100078.4	q12.2	22	31134807	31140508	PLA2G3	50487
ENSG00000167098	ENSG00000167098.12	q11.21	20	32983773	33004433	SUN5	140732
ENSG00000175602	ENSG00000175602.4	q13.1	11	65890673	65891635	CCDC85B	11007
ENSG00000165071	ENSG00000165071.15	q24.22	8	132685007	132760712	TMEM71	137835
ENSG00000175592	ENSG00000175592.9	q13.1	11	65892049	65900573	FOSL1	8061
ENSG00000264141	ENSG00000264141.1	q12.2	22	31160062	31160119	MIR3928	100500901
ENSG00000197912	ENSG00000197912.16	q24.3	16	89490719	89557766	SPG7	101930112
ENSG00000197912	ENSG00000197912.16	q24.3	16	89490719	89557766	SPG7	6687
ENSG00000138942	ENSG00000138942.17	q12.2	22	31160182	31207019	RNF185	91445
ENSG00000204963	ENSG00000204963.6	q31.3	5	140834248	141012347	PCDHA7	56141
ENSG00000215808	ENSG00000215808.4	q43	1	238476542	238486060	LINC01139	339535
ENSG00000204962	ENSG00000204962.6	q31.3	5	140841187	141012347	PCDHA8	56140
ENSG00000059588	ENSG00000059588.10	q42.2	1	234391313	234479179	TARBP1	6894
ENSG00000204961	ENSG00000204961.7	q31.3	5	140847772	141012347	PCDHA9	9752
ENSG00000250120	ENSG00000250120.8	q31.3	5	140855883	141012347	PCDHA10	56139
ENSG00000175573	ENSG00000175573.7	q13.1	11	65916810	65919062	C11orf68	83638
ENSG00000168615	ENSG00000168615.13	p11.22	8	38996754	39105445	ADAM9	8754
ENSG00000198556	ENSG00000198556.14	q22.1	7	99472890	99503650	ZNF789	285989
ENSG00000175550	ENSG00000175550.8	q13.1	11	65919274	65921563	DRAP1	10589
ENSG00000182459	ENSG00000182459.5	q25.3	17	82359247	82363775	TEX19	400629
ENSG00000078898	ENSG00000078898.7	q11.21	20	33007704	33023703	BPIFB2	80341
ENSG00000257595	ENSG00000257595.3	q24.12	12	111369261	111403310	LINC02356	105369984
ENSG00000182541	ENSG00000182541.18	q12.2	22	31212239	31280080	LIMK2	3985
ENSG00000181396	ENSG00000181396.13	q25.3	17	82389210	82418637	OGFOD3	79701
ENSG00000165704	ENSG00000165704.15	q26.2	X	134460165	134520513	HPRT1	3251
ENSG00000089041	ENSG00000089041.17	q24.31	12	121132819	121188032	P2RX7	5027
ENSG00000160908	ENSG00000160908.15	q22.1	7	99473877	99504857	ZNF394	84124
ENSG00000122224	ENSG00000122224.18	q23.3	1	160796074	160828261	LY9	4063
ENSG00000167104	ENSG00000167104.11	q11.21	20	33031648	33044047	BPIFB6	128859
ENSG00000284114	ENSG00000284114.1	q13.33	19	49832018	49832099	MIR6800	102465480
ENSG00000268006	ENSG00000268006.1	q13.33	19	49838639	49851676	PTOV1-AS1	100506033
ENSG00000168582	ENSG00000168582.5	q33.3	2	208160740	208163589	CRYGA	1418
ENSG00000265954	ENSG00000265954.1	q13.33	19	49854591	49854651	MIR4749	100616313
ENSG00000249158	ENSG00000249158.7	q31.3	5	140868183	141012347	PCDHA11	56138
ENSG00000216001	ENSG00000216001.3	q26.3	X	134540185	134540262	MIR450B	100126302
ENSG00000199132	ENSG00000199132.1	q26.3	X	134540341	134540431	MIR450A1	554214
ENSG00000207755	ENSG00000207755.3	q26.3	X	134540508	134540607	MIR450A2	574505
ENSG00000207784	ENSG00000207784.3	q26.3	X	134541341	134541437	MIR542	664617
ENSG00000221909	ENSG00000221909.3	q22.1	7	99546300	99558536	FAM200A	221786
ENSG00000112539	ENSG00000112539.15	q27	6	165279664	165309605	C6orf118	168090
ENSG00000185942	ENSG00000185942.13	q12.3	8	62248591	63014000	NKAIN3	286183
ENSG00000039650	ENSG00000039650.12	q13.33	19	49859882	49878351	PNKP	11284
ENSG00000186191	ENSG00000186191.9	q11.21	20	33079643	33111751	BPIFB4	149954
ENSG00000197343	ENSG00000197343.11	q22.1	7	99558406	99576453	ZNF655	79027
ENSG00000208005	ENSG00000208005.1	q26.3	X	134546328	134546398	MIR503	574506
ENSG00000284231	ENSG00000284231.1	q26.3	X	134546614	134546711	MIR424	494336
ENSG00000227060	ENSG00000227060.7	q26.3	X	134549770	134560399	LINC00629	100506757
ENSG00000204386	ENSG00000204386.12	p21.33	6	31857659	31862905	NEU1	4758
ENSG00000175467	ENSG00000175467.15	q13.1	11	65961728	65980137	SART1	9092
ENSG00000170965	ENSG00000170965.10	q26.3	X	134565838	134764322	PLAC1	10761
ENSG00000105339	ENSG00000105339.11	q24.3	8	141117278	141195808	DENND3	22898
ENSG00000135916	ENSG00000135916.16	q37.1	2	230864639	230879248	ITM2C	81618
ENSG00000239718	ENSG00000239718.1	q24	3	149086332	149102823	HLTF-AS1	100873945
ENSG00000251664	ENSG00000251664.5	q31.3	5	140875302	141012347	PCDHA12	56137
ENSG00000156504	ENSG00000156504.17	q26.3	X	134769566	134797232	PABIR2	159090
ENSG00000163755	ENSG00000163755.9	q24	3	149129638	149173732	HPS3	84343
ENSG00000131050	ENSG00000131050.11	q11.21	20	33161768	33181412	BPIFA2	140683
ENSG00000100100	ENSG00000100100.13	q12.2	22	31281594	31292534	PIK3IP1	113791
ENSG00000165643	ENSG00000165643.11	q34.3	9	135693407	135704498	SOHLH1	402381
ENSG00000169783	ENSG00000169783.13	q24.3	15	77613027	77820900	LINGO1	84894
ENSG00000265110	ENSG00000265110.1	p12	17	15251627	15251696	MIR4731	100616125
ENSG00000125409	ENSG00000125409.13	p12	17	15303811	15341632	TEKT3	64518
ENSG00000287397	ENSG00000287397.1	q16.3	6	101452917	101454245		101927388
ENSG00000162782	ENSG00000162782.16	q25.2	1	179591613	179691272	TDRD5	163589
ENSG00000107147	ENSG00000107147.14	q34.3	9	135702185	135795508	KCNT1	57582
ENSG00000131059	ENSG00000131059.12	q11.21	20	33217310	33227806	BPIFA3	128861
ENSG00000204592	ENSG00000204592.9	p22.1	6	30489509	30494194	HLA-E	3133
ENSG00000239389	ENSG00000239389.8	q31.3	5	140882124	141012347	PCDHA13	56136
ENSG00000128284	ENSG00000128284.20	q12.3	22	36140329	36166177	APOL3	80833
ENSG00000166920	ENSG00000166920.13	q21.1	15	45430579	45448761	C15orf48	84419
ENSG00000125999	ENSG00000125999.11	q11.21	20	33273480	33309871	BPIFB1	92747
ENSG00000242049	ENSG00000242049.1	q21.3	3	128463594	128472317	DNAJB8-AS1	285224
ENSG00000109099	ENSG00000109099.16	p12	17	15229773	15272292	PMP22	5376
ENSG00000163902	ENSG00000163902.12	q21.3	3	128619969	128681075	RPN1	6184
ENSG00000175376	ENSG00000175376.9	q13.1	11	65996545	66002176	EIF1AD	84285
ENSG00000122375	ENSG00000122375.13	q23.2	10	86654518	86666460	OPN4	94233
ENSG00000204576	ENSG00000204576.12	p21.33	6	30557280	30563723	PRR3	80742
ENSG00000176171	ENSG00000176171.12	q26.3	10	131967684	131981967	BNIP3	664
ENSG00000243232	ENSG00000243232.6	q31.3	5	140966470	141012347	PCDHAC2	56134
ENSG00000101391	ENSG00000101391.21	q11.21	20	33358839	33401561	CDK5RAP1	51654
ENSG00000140511	ENSG00000140511.12	q26.1	15	88877294	88895597	HAPLN3	145864
ENSG00000143653	ENSG00000143653.10	q44	1	246724409	246768137	SCCPDH	51097
ENSG00000198586	ENSG00000198586.14	q31.1	2	170990823	171231314	TLK1	9874
ENSG00000092036	ENSG00000092036.19	q11.2	14	22946228	22957161	HAUS4	54930
ENSG00000216101	ENSG00000216101.3	p21.33	6	30584332	30584417	MIR877	100126314
ENSG00000204569	ENSG00000204569.10	p21.33	6	30600413	30618612	PPP1R10	5514
ENSG00000130649	ENSG00000130649.10	q26.3	10	133520406	133561220	CYP2E1	1571
ENSG00000172943	ENSG00000172943.21	p11.22	X	53936676	54048958	PHF8	23133
ENSG00000157766	ENSG00000157766.19	q26.1	15	88803436	88875353	ACAN	176
ENSG00000203499	ENSG00000203499.12	q24.3	8	143734139	143790645	IQANK1	642574
ENSG00000171815	ENSG00000171815.6	q31.3	5	141051374	141059346	PCDHB1	29930
ENSG00000207130	ENSG00000207130.1	q21.3	3	128714571	128714705		124900558
ENSG00000158711	ENSG00000158711.14	q32.1	1	205597556	205632011	ELK4	2005
ENSG00000198685	ENSG00000198685.4	q21.3	3	128572000	128576086	LINC01565	23434
ENSG00000164438	ENSG00000164438.6	q35.1	5	171309248	171312139	TLX3	30012
ENSG00000179021	ENSG00000179021.10	p11.1	3	88149959	88168729	C3orf38	285237
ENSG00000177570	ENSG00000177570.15	q24.12	8	118189455	118622112	SAMD12	401474
ENSG00000206909	ENSG00000206909.1	q35.1	5	171366118	171366252	SNORA70J	109616973
ENSG00000244219	ENSG00000244219.7	q22.1	7	99598267	99611045	TMEM225B	100289187
ENSG00000264249	ENSG00000264249.1	q35.1	5	171386656	171386760	MIR3912	100500831
ENSG00000156427	ENSG00000156427.8	q35.1	5	171419647	171457626	FGF18	8817
ENSG00000215012	ENSG00000215012.9	q11.21	22	19846138	19854896	RTL10	79680
ENSG00000081154	ENSG00000081154.12	q12.3	3	101574180	101594465	PCNP	57092
ENSG00000104635	ENSG00000104635.15	p21.3	8	22367278	22434129	SLC39A14	23516
ENSG00000162851	ENSG00000162851.8	q44	1	246540561	246566261	TFB2M	64216
ENSG00000197037	ENSG00000197037.11	q22.1	7	99616946	99632408	ZSCAN25	221785
ENSG00000100167	ENSG00000100167.21	q13.2	22	41969443	41998221	SEPTIN3	55964
ENSG00000168269	ENSG00000168269.10	q35.1	5	170105897	170109734	FOXI1	2299
ENSG00000145936	ENSG00000145936.9	q35.1	5	170374671	170389634	KCNMB1	3779
ENSG00000174611	ENSG00000174611.12	q22.2	3	134599923	134651636	KY	339855
ENSG00000175334	ENSG00000175334.8	q13.1	11	66002228	66004149	BANF1	8815
ENSG00000204568	ENSG00000204568.12	p21.33	6	30617840	30626395	MRPS18B	28973
ENSG00000171772	ENSG00000171772.17	q26.3	10	133553901	133569835	SYCE1	93426
ENSG00000143353	ENSG00000143353.12	q41	1	219173869	219212865	LYPLAL1	127018
ENSG00000160870	ENSG00000160870.15	q22.1	7	99705036	99735196	CYP3A7	1551
ENSG00000043462	ENSG00000043462.13	q35.1	5	170246233	170297815	LCP2	3937
ENSG00000175315	ENSG00000175315.3	q13.1	11	66012008	66013505	CST6	1474
ENSG00000204564	ENSG00000204564.12	p21.33	6	30647039	30653210	C6orf136	221545
ENSG00000175294	ENSG00000175294.6	q13.1	11	66016752	66026479	CATSPER1	117144
ENSG00000203772	ENSG00000203772.8	q26.3	10	133420666	133424625	SPRN	503542
ENSG00000179774	ENSG00000179774.9	q21.3	10	68230595	68232113	ATOH7	220202
ENSG00000176402	ENSG00000176402.6	q22.1	7	99923266	99929620	GJC3	349149
ENSG00000108187	ENSG00000108187.16	q21.3	10	68282660	68333049	PBLD	64081
ENSG00000174469	ENSG00000174469.23	q35	7	146116002	148420998	CNTNAP2	26047
ENSG00000175229	ENSG00000175229.7	q13.1	11	66040765	66049161	GAL3ST3	89792
ENSG00000158806	ENSG00000158806.14	p21.3	8	22024125	22036897	NPM2	10361
ENSG00000197965	ENSG00000197965.12	q24.2	1	167721192	167791919	MPZL1	9019
ENSG00000249345	ENSG00000249345.8	q24.32	12	126915199	127060565	LINC02405	101927592
ENSG00000163705	ENSG00000163705.13	p25.3	3	10081317	10108255	FANCD2OS	115795
ENSG00000087365	ENSG00000087365.16	q13.1	11	66050729	66069308	SF3B2	10992
ENSG00000151952	ENSG00000151952.16	q24.33	12	129071725	129904025	TMEM132D	121256
ENSG00000254999	ENSG00000254999.4	p25.3	3	10115675	10127190	BRK1	55845
ENSG00000096746	ENSG00000096746.18	q21.3	10	68331174	68343193	HNRNPH3	3189
ENSG00000204560	ENSG00000204560.10	p21.33	6	30653119	30673006	DHX16	8449
ENSG00000134070	ENSG00000134070.5	p25.3	3	10164919	10243745	IRAK2	3656
ENSG00000100150	ENSG00000100150.20	q12.2	22	31753867	31908033	DEPDC5	9681
ENSG00000259219	ENSG00000259219.1	q26.3	15	99976481	99980774		105371022
ENSG00000198270	ENSG00000198270.13	q24.13	12	111931282	112013185	TMEM116	89894
ENSG00000182187	ENSG00000182187.4	q33.3	2	208142573	208146158	CRYGB	1419
ENSG00000259540	ENSG00000259540.1	q26.3	15	100558677	100559798		102723335
ENSG00000250274	ENSG00000250274.2	q35.1	5	170308701	170312806		100128059
ENSG00000259289	ENSG00000259289.2	q22.32	15	66931537	66956518	SMASR	102723481
ENSG00000101400	ENSG00000101400.6	q11.21	20	33407957	33443763	SNTA1	6640
ENSG00000231177	ENSG00000231177.4	p25.3	3	10284419	10285746	LINC00852	84657
ENSG00000170445	ENSG00000170445.16	q31.3	5	140673035	140691537	HARS1	3035
ENSG00000103591	ENSG00000103591.13	q23	15	67200667	67255195	AAGAB	79719
ENSG00000235293	ENSG00000235293.1	q37.2	2	235177896	235178905		124907998
ENSG00000182329	ENSG00000182329.14	q33.1	2	202073255	202205188	KIAA2012	100652824
ENSG00000104973	ENSG00000104973.19	q13.33	19	49818282	49840383	MED25	81857
ENSG00000157017	ENSG00000157017.16	p25.3	3	10285666	10292947	GHRL	51738
ENSG00000143493	ENSG00000143493.13	q32.3	1	211940399	212035557	INTS7	25896
ENSG00000186190	ENSG00000186190.8	q11.21	20	33053903	33073847	BPIFB3	359710
ENSG00000075407	ENSG00000075407.19	p11.1	10	38094334	38150293	ZNF37A	7587
ENSG00000158815	ENSG00000158815.11	p21.3	8	22042398	22048809	FGF17	8822
ENSG00000088305	ENSG00000088305.19	q11.21	20	32762385	32809359	DNMT3B	1789
ENSG00000236795	ENSG00000236795.1	q35	7	147080934	147097609	CNTNAP2-AS1	101928700
ENSG00000135898	ENSG00000135898.10	q37.1	2	230907318	230961066	GPR55	9290
ENSG00000221442	ENSG00000221442.1	q35	7	147378017	147378121	MIR548F4	100313895
ENSG00000230190	ENSG00000230190.1	q35	7	147671711	147673143		105375556
ENSG00000075073	ENSG00000075073.16	q22.1	10	69403903	69416918	TACR2	6865
ENSG00000199370	ENSG00000199370.2	q36.1	7	148389645	148389859		124901859
ENSG00000227252	ENSG00000227252.2	q37.3	2	236910797	237085838	COPS8-DT	105373951
ENSG00000158863	ENSG00000158863.22	p21.3	8	22089150	22104911	FHIP2B	64760
ENSG00000177679	ENSG00000177679.16	q11.23	7	76201896	76287288	SRRM3	222183
ENSG00000108175	ENSG00000108175.19	q22.3	10	79068966	79316519	ZMIZ1	57178
ENSG00000204574	ENSG00000204574.14	p21.33	6	30571393	30597179	ABCF1	23
ENSG00000132507	ENSG00000132507.18	p13.1	17	7306999	7312463	EIF5A	1984
ENSG00000196950	ENSG00000196950.14	q32.3	2	195575977	195737702	SLC39A10	57181
ENSG00000104067	ENSG00000104067.17	q13.1	15	29699367	29968915	TJP1	7082
ENSG00000170027	ENSG00000170027.7	q11.23	7	76326799	76358991	YWHAG	7532
ENSG00000139914	ENSG00000139914.7	q12	14	24130659	24132849	FITM1	161247
ENSG00000165762	ENSG00000165762.3	q11.2	14	19875142	19883932	OR4K2	390431
ENSG00000146700	ENSG00000146700.9	q11.23	7	76389334	76409697	SSC4D	136853
ENSG00000165379	ENSG00000165379.14	q21.1	14	41606876	41904549	LRFN5	145581
ENSG00000197746	ENSG00000197746.15	q22.1	10	71816298	71851251	PSAP	5660
ENSG00000188372	ENSG00000188372.15	q11.23	7	76397518	76442071	ZP3	7784
ENSG00000176299	ENSG00000176299.5	q11.2	14	19773504	19783696	OR4M1	441670
ENSG00000179520	ENSG00000179520.11	q23.1	12	100357074	100422055	SLC17A8	246213
ENSG00000169484	ENSG00000169484.4	q11.2	14	20014143	20019307	OR4K14	122740
ENSG00000172661	ENSG00000172661.20	q11.22	10	45727200	45792964	WASHC2C	253725
ENSG00000255804	ENSG00000255804.2	q11.2	14	22630929	22644352	OR6J1	79549
ENSG00000176253	ENSG00000176253.4	q11.2	14	20029399	20036038	OR4K13	390433
ENSG00000155249	ENSG00000155249.5	q11.2	14	19930917	19936757	OR4K1	79544
ENSG00000169208	ENSG00000169208.3	q11.2	14	21568520	21580076	OR10G3	26533
ENSG00000184083	ENSG00000184083.12	p11.22	X	54068324	54183281	FAM120C	54954
ENSG00000174903	ENSG00000174903.16	q13.2	11	66268590	66277492	RAB1B	81876
ENSG00000197734	ENSG00000197734.10	q24.3	14	77760834	77769742	C14orf178	283579
ENSG00000275074	ENSG00000275074.2	p21.3	8	22106874	22109419	NUDT18	79873
ENSG00000240288	ENSG00000240288.8	p25.3	3	10285754	10294903	GHRLOS	100126793
ENSG00000168453	ENSG00000168453.16	p21.3	8	22114419	22133384	HR	55806
ENSG00000157020	ENSG00000157020.18	p25.3	3	10293131	10321112	SEC13	6396
ENSG00000174373	ENSG00000174373.17	q13.2	14	35538352	35809304	RALGAPA1	253959
ENSG00000003436	ENSG00000003436.16	q32.1	2	187464230	187565760	TFPI	7035
ENSG00000185482	ENSG00000185482.8	q13.3	12	57243453	57251188	STAC3	246329
ENSG00000106211	ENSG00000106211.10	q11.23	7	76302673	76304295	HSPB1	3315
ENSG00000174871	ENSG00000174871.11	q13.2	11	66278175	66285301	CNIH2	254263
ENSG00000188937	ENSG00000188937.7	p11.4	X	41447343	41475710	NYX	60506
ENSG00000269556	ENSG00000269556.9	q28	X	149596556	149631912	TMEM185A	84548
ENSG00000214960	ENSG00000214960.11	p21.1	7	16087525	16502504	CRPPA	729920
ENSG00000245146	ENSG00000245146.7	q31.3	5	140071312	140109274	MALINC1	124900193
ENSG00000179397	ENSG00000179397.18	q44	1	244454377	244641177	CATSPERE	257044
ENSG00000174851	ENSG00000174851.16	q13.2	11	66284580	66289145	YIF1A	10897
ENSG00000185129	ENSG00000185129.8	q31.3	5	140107777	140125619	PURA	5813
ENSG00000132522	ENSG00000132522.16	p13.1	17	7311324	7315564	GPS2	2874
ENSG00000229688	ENSG00000229688.8	p21.2	7	16210484	16270604	CRPPA-AS1	100506025
ENSG00000182700	ENSG00000182700.5	q31.3	5	140125937	140129392	IGIP	492311
ENSG00000134597	ENSG00000134597.17	q26.1	X	130401987	130413656	RBMX2	51634
ENSG00000254363	ENSG00000254363.6	q31.3	5	140157319	140173051		101929719
ENSG00000120306	ENSG00000120306.11	q31.3	5	140175156	140282052	CYSTM1	84418
ENSG00000178078	ENSG00000178078.12	p13.3	19	4324043	4342786	STAP2	55620
ENSG00000171243	ENSG00000171243.8	p21.1	7	16461481	16530580	SOSTDC1	25928
ENSG00000082269	ENSG00000082269.17	q13	6	70412941	70561174	FAM135A	57579
ENSG00000205858	ENSG00000205858.10	p21.1	7	16526825	16581568	LRRC72	100506049
ENSG00000089234	ENSG00000089234.16	q24.12	12	111642146	111685956	BRAP	8315
ENSG00000176720	ENSG00000176720.6	q37.3	2	241551424	241574131	BOK	666
ENSG00000113068	ENSG00000113068.10	q31.3	5	140245035	140303113	PFDN1	5201
ENSG00000234432	ENSG00000234432.4	p22.1	7	5426277	5428927	LINC02983	100129484
ENSG00000207973	ENSG00000207973.1	p22.1	7	5495819	5495917	MIR589	693174
ENSG00000171659	ENSG00000171659.16	p11.4	X	41688973	41697275	GPR34	2857
ENSG00000136710	ENSG00000136710.10	q21.1	2	130337933	130342699	CCDC115	84317
ENSG00000075624	ENSG00000075624.17	p22.1	7	5526409	5563902	ACTB	60
ENSG00000179292	ENSG00000179292.5	q13.2	11	66291894	66296664	TMEM151A	256472
ENSG00000168476	ENSG00000168476.12	p21.3	8	22138020	22141951	REEP4	80346
ENSG00000126733	ENSG00000126733.22	q21.2	X	86148451	86832604	DACH2	117154
ENSG00000174807	ENSG00000174807.4	q13.2	11	66314494	66317044	CD248	57124
ENSG00000174791	ENSG00000174791.11	q13.2	11	66330241	66336840	RIN1	9610
ENSG00000153037	ENSG00000153037.15	q22.2	5	112861188	112898371	SRP19	6728
ENSG00000248703	ENSG00000248703.2	q24.33	12	131296110	131297972	LINC02415	107161159
ENSG00000115840	ENSG00000115840.14	q31.1	2	171783405	171999859	SLC25A12	8604
ENSG00000111666	ENSG00000111666.11	q23.2	12	101696947	101744140	CHPT1	56994
ENSG00000117592	ENSG00000117592.9	q25.1	1	173477330	173488815	PRDX6	9588
ENSG00000204673	ENSG00000204673.11	q13.33	19	49869033	49878459	AKT1S1	84335
ENSG00000174744	ENSG00000174744.14	q13.2	11	66337333	66345125	BRMS1	25855
ENSG00000186197	ENSG00000186197.15	q42.3	1	236348257	236502915	EDARADD	128178
ENSG00000102034	ENSG00000102034.18	q26.1	X	130063955	130110716	ELF4	2000
ENSG00000183049	ENSG00000183049.14	p13	10	12349547	12835545	CAMK1D	57118
ENSG00000264534	ENSG00000264534.3	p25.3	3	10330229	10330285	MIR378B	100422933
ENSG00000224424	ENSG00000224424.8	p21.31	3	48847572	48851981	PRKAR2A-AS1	100506637
ENSG00000100994	ENSG00000100994.12	p11.21	20	25248085	25298012	PYGB	5834
ENSG00000147202	ENSG00000147202.19	q21.33	X	96684712	97604997	DIAPH2	1730
ENSG00000178537	ENSG00000178537.10	p21.31	3	48856926	48898904	SLC25A20	788
ENSG00000256286	ENSG00000256286.2	q24.32	12	126874804	126888718		105370061
ENSG00000162670	ENSG00000162670.11	q31.1	1	190097658	190478404	BRINP3	339479
ENSG00000258343	ENSG00000258343.2	q23.1	12	95791733	95858839	SNRPF-DT	105369921
ENSG00000129625	ENSG00000129625.13	q22.2	5	112876385	112922289	REEP5	7905
